Order ID,Returned,Return Reason,Sales,Return Date,Refund Amount,Return Channel
IR-2013-5560,Yes,Damaged,92,31-08-26,51.15980805328734,Store
IR-2013-5560,Yes,Damaged,230,26-08-26,161.7524703619992,Customer Service
IR-2013-5560,Yes,Damaged,395,17-09-26,288.4379190181843,Online
IN-2011-22802,Yes,Customer Dissatisfaction,413,11-09-26,334.409071,Customer Service
MX-2012-111178,Yes,Customer Dissatisfaction,721,13-09-26,394.7223319818533,Online
MX-2012-111178,Yes,Customer Dissatisfaction,3243,07-09-26,3003.894575,Store
US-2011-144673,Yes,Wrong Item,238,16-09-26,176.46491895940085,Online
ES-2013-2989764,Yes,Wrong Item,122,13-09-26,119.3809770714783,Online
ES-2013-2989764,Yes,Wrong Item,27,02-09-26,26.20602117830741,Customer Service
ES-2013-2989764,Yes,Wrong Item,189,26-08-26,184.45501399087414,Online
ES-2012-5755966,Yes,Wrong Item,36,10-09-26,19.82208094323267,Online
ES-2012-5755966,Yes,Wrong Item,1560,02-09-26,1013.7416535621974,Store
ES-2012-5755966,Yes,Wrong Item,37,14-09-26,36.81128205352981,Online
ES-2012-5755966,Yes,Wrong Item,94,23-09-26,85.89387103578804,Store
MX-2011-128034,Yes,Wrong Item,34,21-09-26,33.77749348745731,Online
MX-2011-128034,Yes,Wrong Item,159,19-09-26,80.51403165000976,Store
MX-2011-128034,Yes,Wrong Item,406,09-09-26,210.65645154894668,Customer Service
US-2014-102106,Yes,Damaged,515,22-09-26,451.7686755838377,Online
US-2014-102106,Yes,Damaged,21,30-08-26,16.62578646372082,Customer Service
ES-2014-2388184,Yes,Damaged,59,31-08-26,52.311533964816526,Online
ES-2014-2388184,Yes,Damaged,64,22-09-26,34.72629777166835,Online
ES-2014-2388184,Yes,Damaged,227,26-08-26,157.66678924774226,Store
ES-2014-2388184,Yes,Damaged,415,31-08-26,210.41728702467162,Online
CA-2014-113670,Yes,Late Delivery,205,14-09-26,183.20125383156204,Online
CA-2014-113670,Yes,Late Delivery,510,04-09-26,434.6852669,Store
IV-2013-500,Yes,Late Delivery,47,11-09-26,40.91622781844989,Online
IV-2013-500,Yes,Late Delivery,451,22-09-26,235.39366653885386,Store
IV-2013-500,Yes,Late Delivery,25,23-09-26,14.708292900725256,Online
IV-2013-500,Yes,Late Delivery,28,08-09-26,21.34719859441412,Store
IV-2013-500,Yes,Late Delivery,76,12-09-26,74.21362212302503,Store
IV-2013-500,Yes,Late Delivery,38,10-09-26,32.77480333601673,Store
IV-2013-500,Yes,Late Delivery,16,02-09-26,15.220542675886335,Online
CA-2012-149678,Yes,Customer Dissatisfaction,13,08-09-26,12.293868254637637,Store
IN-2011-51271,Yes,Wrong Item,668,05-09-26,383.8350532699948,Online
IN-2011-51271,Yes,Wrong Item,966,02-09-26,645.5035296,Customer Service
IN-2011-51271,Yes,Wrong Item,415,17-09-26,362.7451174963084,Online
IN-2011-51271,Yes,Wrong Item,207,04-09-26,197.14017413634062,Store
IN-2013-66972,Yes,Customer Dissatisfaction,42,16-09-26,26.549402584582484,Customer Service
IN-2013-66972,Yes,Customer Dissatisfaction,25,19-09-26,15.414991764232239,Customer Service
ES-2013-2966180,Yes,Late Delivery,154,14-09-26,135.4729770697706,Store
ES-2013-2966180,Yes,Late Delivery,61,12-09-26,34.652098756541555,Online
ES-2013-2966180,Yes,Late Delivery,578,03-09-26,461.0007317729347,Store
ES-2013-2966180,Yes,Late Delivery,1899,13-09-26,1719.8739753926493,Online
ES-2013-2966180,Yes,Late Delivery,1726,15-09-26,921.1074908186964,Store
IN-2014-71067,Yes,Wrong Item,423,27-08-26,302.69940812922675,Online
IN-2014-71067,Yes,Wrong Item,871,15-09-26,548.8658247880636,Customer Service
IN-2014-71067,Yes,Wrong Item,95,11-09-26,61.41035313325011,Store
CA-2012-115945,Yes,Wrong Item,21,15-09-26,10.935114749556428,Store
CA-2012-115945,Yes,Wrong Item,304,23-09-26,214.4311868602788,Online
CA-2012-115945,Yes,Wrong Item,89,01-09-26,68.86575706697766,Customer Service
ES-2014-2571250,Yes,Late Delivery,1016,07-09-26,655.6052584,Customer Service
ES-2014-2571250,Yes,Late Delivery,18,05-09-26,13.522434362156515,Customer Service
ES-2014-2571250,Yes,Late Delivery,365,18-09-26,218.30921021829857,Online
MX-2013-112921,Yes,Wrong Item,416,17-09-26,352.66903585737094,Online
MX-2012-148040,Yes,Late Delivery,115,29-08-26,109.58397774160369,Store
MX-2012-148040,Yes,Late Delivery,51,02-09-26,30.417227738062635,Online
MX-2012-148040,Yes,Late Delivery,23,16-09-26,21.397200781023653,Online
NI-2013-9400,Yes,Wrong Item,25,31-08-26,23.364144413198428,Online
NI-2013-9400,Yes,Wrong Item,195,25-08-26,185.41285527576375,Customer Service
ES-2013-2523030,Yes,Damaged,36,29-08-26,32.11201199777285,Online
ES-2013-2523030,Yes,Damaged,291,21-09-26,286.9293355338811,Online
CA-2012-148250,Yes,Wrong Item,134,03-09-26,85.37289371924314,Customer Service
CA-2012-148250,Yes,Wrong Item,13,06-09-26,11.453915694239228,Customer Service
IN-2014-13184,Yes,Damaged,186,28-08-26,128.22945260821444,Store
IN-2014-13184,Yes,Damaged,602,14-09-26,465.6956127,Customer Service
IN-2014-13184,Yes,Damaged,124,03-09-26,95.81220296549087,Online
GH-2014-4750,Yes,Customer Dissatisfaction,18,07-09-26,13.884830922829185,Online
GH-2014-4750,Yes,Customer Dissatisfaction,83,11-09-26,42.45561927900305,Store
MX-2014-134740,Yes,Damaged,257,15-09-26,140.6592878667295,Online
MX-2014-134740,Yes,Damaged,30,26-08-26,25.04193455712306,Online
MX-2014-134740,Yes,Damaged,216,16-09-26,163.85070326348713,Store
US-2011-117744,Yes,Wrong Item,40,29-08-26,24.906101486110465,Customer Service
US-2011-117744,Yes,Wrong Item,58,28-08-26,55.25594228521966,Store
US-2011-117744,Yes,Wrong Item,16,12-09-26,9.708990926083583,Customer Service
MX-2012-120369,Yes,Damaged,76,01-09-26,39.88118929544558,Online
MX-2012-120369,Yes,Damaged,133,26-08-26,73.15173982962311,Customer Service
CA-2013-129280,Yes,Wrong Item,225,29-08-26,144.29041564675052,Store
CA-2013-129280,Yes,Wrong Item,52,04-09-26,46.513972305164614,Customer Service
CA-2013-129280,Yes,Wrong Item,6,11-09-26,3.5272659705992586,Store
CA-2013-129280,Yes,Wrong Item,196,06-09-26,166.9390170930245,Online
CA-2013-129280,Yes,Wrong Item,133,01-09-26,104.98463418152929,Store
CA-2013-129280,Yes,Wrong Item,432,12-09-26,291.7075757,Online
CA-2013-152534,Yes,Late Delivery,5,22-09-26,3.211419200601373,Online
CA-2013-152534,Yes,Late Delivery,39,05-09-26,33.59112648539377,Online
IZ-2012-3990,Yes,Customer Dissatisfaction,33,29-08-26,22.768124672238347,Customer Service
IZ-2012-3990,Yes,Customer Dissatisfaction,31,08-09-26,18.570129797353474,Store
IZ-2012-3990,Yes,Customer Dissatisfaction,55,28-08-26,42.997422263221004,Online
IZ-2012-3990,Yes,Customer Dissatisfaction,45,29-08-26,35.19017183594426,Store
IZ-2012-3990,Yes,Customer Dissatisfaction,1303,05-09-26,1236.5598100251138,Store
IZ-2012-3990,Yes,Customer Dissatisfaction,1513,07-09-26,863.7704322319854,Store
US-2012-105438,Yes,Damaged,16,28-08-26,12.278661141927863,Store
CA-2011-5810,Yes,Damaged,55,20-09-26,39.465774380749025,Online
US-2014-105389,Yes,Late Delivery,4,22-09-26,2.283692709433899,Store
US-2014-105389,Yes,Late Delivery,10,19-09-26,5.166263042,Online
US-2014-105389,Yes,Late Delivery,824,27-08-26,635.0890673389116,Store
ID-2014-57221,Yes,Damaged,315,31-08-26,279.0654727294116,Online
ID-2014-57221,Yes,Damaged,427,03-09-26,366.7749640646449,Online
CA-2013-169194,Yes,Late Delivery,45,30-08-26,27.05073003348476,Store
CA-2013-169194,Yes,Late Delivery,22,02-09-26,19.616630949884488,Customer Service
IN-2011-77892,Yes,Late Delivery,150,25-08-26,91.04218580181623,Customer Service
IN-2011-77892,Yes,Late Delivery,112,25-08-26,106.78784646522548,Store
IN-2011-77892,Yes,Late Delivery,1278,10-09-26,1193.7004923275083,Customer Service
IN-2011-77892,Yes,Late Delivery,3195,17-09-26,3164.418392678218,Customer Service
US-2013-158603,Yes,Wrong Item,25,16-09-26,19.00464348783098,Online
US-2013-158603,Yes,Wrong Item,12,21-09-26,10.673138056607558,Online
US-2013-158603,Yes,Wrong Item,164,18-09-26,155.30538252973832,Store
CA-2013-142405,Yes,Customer Dissatisfaction,15,27-08-26,8.404516285654736,Customer Service
CA-2013-142405,Yes,Customer Dissatisfaction,390,09-09-26,332.4616199453985,Customer Service
CA-2013-142405,Yes,Customer Dissatisfaction,54,02-09-26,39.21010632802711,Customer Service
ID-2014-13618,Yes,Late Delivery,235,05-09-26,138.08337510806587,Customer Service
IT-2014-2354924,Yes,Late Delivery,253,14-09-26,242.1033882450637,Store
IT-2014-2354924,Yes,Late Delivery,565,31-08-26,525.6582102290361,Store
MX-2013-169523,Yes,Customer Dissatisfaction,83,30-08-26,55.92998813833173,Customer Service
ES-2014-1871238,Yes,Wrong Item,285,16-09-26,198.68740843791412,Store
ES-2014-1871238,Yes,Wrong Item,10,11-09-26,6.469565564023316,Customer Service
ES-2013-5716863,Yes,Late Delivery,46,04-09-26,32.79211069763285,Online
ES-2013-5716863,Yes,Late Delivery,76,30-08-26,56.11397305503237,Customer Service
ES-2013-5716863,Yes,Late Delivery,187,28-08-26,149.94805034297025,Customer Service
ES-2013-5716863,Yes,Late Delivery,312,21-09-26,303.99093515901916,Customer Service
ES-2013-5716863,Yes,Late Delivery,721,10-09-26,678.1068844566441,Store
ES-2013-5716863,Yes,Late Delivery,184,01-09-26,146.23032925455624,Store
NI-2012-1040,Yes,Wrong Item,900,23-09-26,804.2907941059657,Online
NI-2012-1040,Yes,Wrong Item,10,25-08-26,7.083459207763639,Customer Service
MX-2011-159009,Yes,Customer Dissatisfaction,687,15-09-26,645.9328139778702,Online
ES-2013-4987734,Yes,Damaged,781,20-09-26,726.0420214134252,Customer Service
IR-2013-230,Yes,Customer Dissatisfaction,368,22-09-26,190.49052357872048,Customer Service
IR-2013-230,Yes,Customer Dissatisfaction,77,17-09-26,66.48494964674889,Customer Service
IR-2013-230,Yes,Customer Dissatisfaction,11,01-09-26,6.3163886607988164,Customer Service
IR-2013-230,Yes,Customer Dissatisfaction,32,04-09-26,22.37270376367188,Online
IR-2013-230,Yes,Customer Dissatisfaction,30,11-09-26,26.785694459433174,Store
IR-2013-230,Yes,Customer Dissatisfaction,29,15-09-26,25.892251298654074,Store
CG-2014-3890,Yes,Damaged,41,15-09-26,25.326009612678686,Online
CG-2014-3890,Yes,Damaged,673,18-09-26,666.9263229667822,Online
NI-2011-3090,Yes,Late Delivery,22,29-08-26,13.140847322519907,Customer Service
NI-2011-3090,Yes,Late Delivery,219,19-09-26,126.7829809154903,Online
ES-2013-3229614,Yes,Late Delivery,29,01-09-26,26.514019460448207,Store
ES-2013-3229614,Yes,Late Delivery,44,21-09-26,24.979825760514046,Online
ES-2013-3229614,Yes,Late Delivery,426,22-09-26,369.8321102,Customer Service
ES-2013-3229614,Yes,Late Delivery,107,17-09-26,98.59338412554463,Customer Service
ES-2014-3223979,Yes,Wrong Item,105,03-09-26,54.91052326419494,Customer Service
ES-2014-3223979,Yes,Wrong Item,252,14-09-26,138.13404482856274,Store
ES-2014-3223979,Yes,Wrong Item,360,13-09-26,242.58812358759164,Customer Service
ES-2014-3223979,Yes,Wrong Item,1157,30-08-26,754.9441968076751,Store
US-2014-106145,Yes,Wrong Item,72,05-09-26,57.660675499310564,Store
US-2014-106145,Yes,Wrong Item,36,10-09-26,22.67907040778073,Online
US-2014-106145,Yes,Wrong Item,9,13-09-26,6.434538496,Online
US-2014-106145,Yes,Wrong Item,931,25-08-26,583.5116761720251,Online
US-2014-106145,Yes,Wrong Item,17,15-09-26,11.38511821264645,Online
MX-2014-132738,Yes,Damaged,84,15-09-26,68.56161150049493,Customer Service
ES-2011-3285117,Yes,Customer Dissatisfaction,616,08-09-26,397.22237306597106,Online
CA-2012-100818,Yes,Damaged,52,25-08-26,44.27672539978321,Customer Service
CA-2012-100818,Yes,Damaged,4,11-09-26,3.333328816332102,Online
CA-2012-100818,Yes,Damaged,6,06-09-26,3.7414359214738058,Online
CA-2012-100818,Yes,Damaged,173,22-09-26,92.41267508615256,Customer Service
ID-2013-53273,Yes,Damaged,18,05-09-26,14.733887325711184,Store
ID-2013-53273,Yes,Damaged,26,13-09-26,15.433641568212407,Store
US-2014-110989,Yes,Customer Dissatisfaction,44,02-09-26,42.59098977068864,Customer Service
IN-2013-82519,Yes,Wrong Item,39,15-09-26,29.65073011491703,Customer Service
IN-2013-82519,Yes,Wrong Item,252,10-09-26,143.1773864717775,Online
ID-2012-55359,Yes,Customer Dissatisfaction,1859,14-09-26,1413.8725127964121,Customer Service
ID-2012-55359,Yes,Customer Dissatisfaction,142,06-09-26,133.78569545354972,Online
US-2011-159793,Yes,Customer Dissatisfaction,6,17-09-26,3.897634563092369,Online
US-2011-159793,Yes,Customer Dissatisfaction,15,12-09-26,12.470058871953897,Online
US-2011-159793,Yes,Customer Dissatisfaction,53,08-09-26,30.704214089333497,Online
US-2011-159793,Yes,Customer Dissatisfaction,52,11-09-26,32.75095964,Customer Service
MX-2013-146983,Yes,Late Delivery,155,17-09-26,103.87358085458794,Customer Service
MX-2013-146983,Yes,Late Delivery,67,14-09-26,58.67145085696102,Store
MX-2013-146983,Yes,Late Delivery,13,08-09-26,6.6806847059086785,Customer Service
CA-2012-166947,Yes,Customer Dissatisfaction,1523,28-08-26,943.1397512193666,Customer Service
ID-2011-30922,Yes,Late Delivery,871,14-09-26,444.87054678208074,Customer Service
ID-2011-30922,Yes,Late Delivery,8,21-09-26,5.950222201263474,Customer Service
ID-2011-30922,Yes,Late Delivery,51,18-09-26,44.141500812454886,Store
ID-2011-30922,Yes,Late Delivery,24,05-09-26,22.356873551444924,Customer Service
ID-2011-30922,Yes,Late Delivery,22,29-08-26,14.549899028076416,Store
ID-2011-30922,Yes,Late Delivery,454,12-09-26,404.7372856992234,Store
ID-2011-30922,Yes,Late Delivery,34,19-09-26,21.559274553793998,Store
ID-2011-30922,Yes,Late Delivery,20,25-08-26,12.74581843,Online
IR-2013-9510,Yes,Customer Dissatisfaction,98,08-09-26,93.38140772172957,Online
IR-2013-9510,Yes,Customer Dissatisfaction,167,13-09-26,140.14831330368523,Customer Service
IR-2013-9510,Yes,Customer Dissatisfaction,123,06-09-26,64.9341115,Store
CA-2012-163104,Yes,Customer Dissatisfaction,12,08-09-26,10.033551558197388,Online
NI-2013-7610,Yes,Wrong Item,212,25-08-26,160.75448895656112,Online
NI-2013-7610,Yes,Wrong Item,14,07-09-26,12.189637122193488,Store
NI-2013-7610,Yes,Wrong Item,32,15-09-26,26.81149235205956,Customer Service
NI-2013-7610,Yes,Wrong Item,4,08-09-26,3.2265606645732383,Online
NI-2013-7610,Yes,Wrong Item,33,07-09-26,19.808790938122748,Online
SO-2014-4990,Yes,Late Delivery,49,26-08-26,32.636142771469636,Customer Service
SO-2014-4990,Yes,Late Delivery,3834,14-09-26,2663.958820534262,Online
ES-2013-2062612,Yes,Customer Dissatisfaction,215,15-09-26,169.33918721036784,Store
ES-2013-2062612,Yes,Customer Dissatisfaction,1829,12-09-26,1216.6885424237066,Customer Service
ES-2013-2062612,Yes,Customer Dissatisfaction,303,14-09-26,161.0894223385924,Store
ES-2014-3406497,Yes,Customer Dissatisfaction,148,11-09-26,100.27515888548916,Store
ES-2014-3406497,Yes,Customer Dissatisfaction,24,15-09-26,12.733637717145411,Customer Service
ES-2014-3406497,Yes,Customer Dissatisfaction,513,19-09-26,364.6857076340655,Store
CA-2014-142391,Yes,Damaged,200,17-09-26,107.39382064073251,Customer Service
ES-2013-3061639,Yes,Wrong Item,58,25-08-26,54.049161211349556,Online
ES-2013-3061639,Yes,Wrong Item,2476,13-09-26,1774.6648374155598,Online
MX-2011-152037,Yes,Damaged,13,07-09-26,9.276712997128065,Customer Service
MX-2011-152037,Yes,Damaged,749,10-09-26,445.4003986447274,Store
MX-2011-152037,Yes,Damaged,19,19-09-26,15.39085031,Store
ES-2014-2790834,Yes,Late Delivery,53,02-09-26,29.512372550445257,Online
BU-2013-2680,Yes,Wrong Item,75,13-09-26,68.26964028833645,Online
ID-2014-56668,Yes,Wrong Item,743,29-08-26,709.3511135924404,Store
MX-2014-142076,Yes,Wrong Item,666,27-08-26,430.7077177405696,Online
MX-2012-101854,Yes,Customer Dissatisfaction,6,17-09-26,3.5066588713586055,Online
MX-2012-101854,Yes,Customer Dissatisfaction,661,17-09-26,425.57019468951796,Customer Service
MX-2012-101854,Yes,Customer Dissatisfaction,171,18-09-26,169.84190632626007,Customer Service
MX-2012-101854,Yes,Customer Dissatisfaction,35,20-09-26,33.26687112341436,Customer Service
MX-2012-101854,Yes,Customer Dissatisfaction,1847,16-09-26,1129.1981294001337,Store
MX-2012-101854,Yes,Customer Dissatisfaction,1003,23-09-26,692.5403148096232,Store
ES-2014-4308323,Yes,Wrong Item,188,04-09-26,126.08223439798005,Customer Service
ES-2014-4308323,Yes,Wrong Item,22,14-09-26,12.918101685232973,Store
IN-2014-55471,Yes,Wrong Item,59,13-09-26,38.50338235668361,Customer Service
IN-2014-55471,Yes,Wrong Item,91,27-08-26,64.01838639155011,Online
IN-2014-55471,Yes,Wrong Item,250,27-08-26,198.32397645133355,Customer Service
ES-2012-3349892,Yes,Damaged,61,30-08-26,52.46630363426385,Customer Service
ES-2012-3349892,Yes,Damaged,454,08-09-26,248.8853365115437,Store
ES-2012-3349892,Yes,Damaged,766,22-09-26,505.3553786076252,Online
MX-2011-150973,Yes,Customer Dissatisfaction,22,06-09-26,13.200016622266338,Store
MX-2011-150973,Yes,Customer Dissatisfaction,1278,31-08-26,1091.3279847259491,Customer Service
CA-2011-149104,Yes,Late Delivery,14,17-09-26,7.1505885502084805,Customer Service
CA-2011-149104,Yes,Late Delivery,27,15-09-26,22.937838642605247,Customer Service
CA-2011-149104,Yes,Late Delivery,40,28-08-26,29.340855154272262,Store
CA-2011-149104,Yes,Late Delivery,690,11-09-26,500.7798381438915,Customer Service
NI-2011-9470,Yes,Customer Dissatisfaction,37,06-09-26,21.031441161046555,Online
NI-2011-9470,Yes,Customer Dissatisfaction,25,27-08-26,22.32121965005433,Customer Service
NI-2011-9470,Yes,Customer Dissatisfaction,20,07-09-26,17.763726035896998,Customer Service
NI-2011-9470,Yes,Customer Dissatisfaction,4,26-08-26,2.8120929222648523,Store
US-2013-150791,Yes,Wrong Item,81,23-09-26,62.96056726804075,Store
ID-2013-23299,Yes,Damaged,1006,05-09-26,954.3061697732077,Customer Service
ID-2013-23299,Yes,Damaged,122,08-09-26,118.5245954679204,Online
ID-2013-23299,Yes,Damaged,264,27-08-26,195.71609022988085,Online
ID-2013-23299,Yes,Damaged,770,18-09-26,480.97936009569065,Customer Service
ID-2013-23299,Yes,Damaged,72,16-09-26,45.21960207197518,Online
ID-2013-23299,Yes,Damaged,104,07-09-26,93.20990652208266,Store
ID-2013-23299,Yes,Damaged,36,12-09-26,26.679527093831098,Customer Service
ID-2013-23299,Yes,Damaged,310,26-08-26,177.43672822749323,Online
ES-2011-1875818,Yes,Late Delivery,33,23-09-26,23.941602507088675,Customer Service
ES-2011-1875818,Yes,Late Delivery,154,19-09-26,80.28961536659938,Online
ES-2011-1875818,Yes,Late Delivery,514,29-08-26,400.5839268243733,Store
ES-2011-1875818,Yes,Late Delivery,320,16-09-26,176.48340544853227,Store
ES-2011-1875818,Yes,Late Delivery,60,08-09-26,42.67205601795138,Online
ML-2012-8570,Yes,Late Delivery,142,21-09-26,117.04176723418627,Store
ML-2012-8570,Yes,Late Delivery,74,12-09-26,73.53525570010908,Customer Service
ID-2012-79124,Yes,Damaged,47,10-09-26,45.569312461193256,Store
TU-2014-480,Yes,Late Delivery,101,31-08-26,86.86466054953816,Online
TU-2014-480,Yes,Late Delivery,7,01-09-26,3.937070151504678,Online
CA-2014-169817,Yes,Wrong Item,2,26-08-26,1.8030066262137874,Store
MX-2014-131226,Yes,Wrong Item,99,23-09-26,88.75599476245843,Customer Service
US-2012-139675,Yes,Customer Dissatisfaction,328,09-09-26,190.4505595450243,Store
US-2012-139675,Yes,Customer Dissatisfaction,6,06-09-26,3.952173008985685,Online
US-2012-139675,Yes,Customer Dissatisfaction,111,18-09-26,72.36106520849563,Online
US-2012-139675,Yes,Customer Dissatisfaction,56,11-09-26,35.086665002140805,Online
US-2012-139675,Yes,Customer Dissatisfaction,38,04-09-26,19.02899715937516,Online
US-2012-139675,Yes,Customer Dissatisfaction,22,25-08-26,18.579422477990132,Customer Service
US-2012-139675,Yes,Customer Dissatisfaction,26,20-09-26,18.535026470501474,Customer Service
US-2012-139675,Yes,Customer Dissatisfaction,3,06-09-26,1.949764730936167,Online
US-2012-139675,Yes,Customer Dissatisfaction,43,02-09-26,40.654229836600386,Online
US-2012-139675,Yes,Customer Dissatisfaction,159,27-08-26,79.76844852590688,Customer Service
US-2012-139675,Yes,Customer Dissatisfaction,915,02-09-26,528.2901944780665,Store
ID-2012-34772,Yes,Customer Dissatisfaction,758,01-09-26,535.4879310435675,Store
ID-2012-34772,Yes,Customer Dissatisfaction,32,23-09-26,23.42121219191823,Online
ID-2012-34772,Yes,Customer Dissatisfaction,462,23-09-26,335.6126302063712,Online
MX-2014-151554,Yes,Late Delivery,1078,29-08-26,626.2060797701638,Customer Service
MX-2014-151554,Yes,Late Delivery,19,27-08-26,13.427699182335854,Online
MX-2014-151554,Yes,Late Delivery,11,20-09-26,7.327842096235766,Customer Service
MX-2014-151554,Yes,Late Delivery,1054,03-09-26,776.9734308,Store
ID-2014-24363,Yes,Wrong Item,15,28-08-26,8.898751874,Customer Service
ID-2014-24363,Yes,Wrong Item,9,06-09-26,8.805861161,Customer Service
ID-2014-24363,Yes,Wrong Item,274,23-09-26,250.9216052909179,Customer Service
ID-2014-24363,Yes,Wrong Item,110,07-09-26,101.18120561081606,Store
ID-2014-24363,Yes,Wrong Item,722,30-08-26,513.5861207947002,Customer Service
CA-2014-121489,Yes,Damaged,573,08-09-26,314.0897138394764,Online
CA-2014-121489,Yes,Damaged,33,30-08-26,32.02443315347438,Customer Service
CA-2014-121489,Yes,Damaged,389,13-09-26,357.0705711239478,Online
ID-2013-25329,Yes,Customer Dissatisfaction,206,13-09-26,122.6566574431263,Store
ID-2013-25329,Yes,Customer Dissatisfaction,878,30-08-26,509.75282777109413,Store
IN-2012-86257,Yes,Late Delivery,914,10-09-26,893.2582847113574,Online
IR-2013-420,Yes,Customer Dissatisfaction,60,21-09-26,42.52505005439843,Store
IR-2013-420,Yes,Customer Dissatisfaction,29,18-09-26,27.204781831957526,Store
IR-2013-420,Yes,Customer Dissatisfaction,59,01-09-26,37.06102745123315,Customer Service
IR-2013-420,Yes,Customer Dissatisfaction,167,03-09-26,107.6977075682073,Store
UG-2014-630,Yes,Customer Dissatisfaction,2,21-09-26,1.879316420417433,Online
UG-2014-630,Yes,Customer Dissatisfaction,36,09-09-26,19.50014397818154,Store
CA-2013-6650,Yes,Wrong Item,16,07-09-26,14.449307078458334,Store
US-2013-149125,Yes,Wrong Item,49,19-09-26,39.92809828749868,Online
US-2013-149125,Yes,Wrong Item,34,28-08-26,31.416952710850705,Online
US-2013-149125,Yes,Wrong Item,138,22-09-26,110.30549799111515,Customer Service
US-2013-149125,Yes,Wrong Item,44,01-09-26,24.20051514943362,Store
US-2013-149125,Yes,Wrong Item,95,14-09-26,55.51008736787596,Online
US-2013-149125,Yes,Wrong Item,5,14-09-26,3.077510786373032,Online
US-2013-149125,Yes,Wrong Item,25,17-09-26,20.863207433143522,Store
US-2013-149125,Yes,Wrong Item,53,07-09-26,40.44890493703217,Store
ES-2012-3987473,Yes,Wrong Item,21,21-09-26,14.475423127170982,Online
IT-2014-5928156,Yes,Late Delivery,735,14-09-26,592.9982657824253,Store
IT-2014-5928156,Yes,Late Delivery,8,20-09-26,5.744773282786821,Customer Service
TU-2012-4280,Yes,Wrong Item,196,11-09-26,161.5608886476624,Online
TU-2012-4280,Yes,Wrong Item,225,26-08-26,216.96274201313312,Online
TU-2012-4280,Yes,Wrong Item,10,07-09-26,7.516146939,Store
IN-2014-44264,Yes,Wrong Item,115,19-09-26,97.72042993103474,Store
IN-2014-44264,Yes,Wrong Item,63,16-09-26,62.04164350197251,Customer Service
IN-2014-44264,Yes,Wrong Item,194,27-08-26,144.56547345796028,Store
IN-2014-44264,Yes,Wrong Item,164,19-09-26,132.93276600500246,Customer Service
IN-2014-44264,Yes,Wrong Item,110,21-09-26,85.04103569713185,Online
IN-2014-44047,Yes,Damaged,127,04-09-26,69.29640315990724,Customer Service
IN-2014-44047,Yes,Damaged,210,28-08-26,144.22268469732248,Customer Service
IN-2014-44047,Yes,Damaged,126,12-09-26,81.77016316998214,Customer Service
IN-2014-44047,Yes,Damaged,178,17-09-26,129.60638791274977,Online
IN-2014-44047,Yes,Damaged,773,26-08-26,406.05026376214227,Store
ID-2011-58726,Yes,Late Delivery,24,01-09-26,16.640219253571132,Online
CA-2014-162789,Yes,Late Delivery,1071,28-08-26,662.4694636021402,Customer Service
CA-2014-162789,Yes,Late Delivery,12,18-09-26,10.814948209521713,Store
ES-2013-5970074,Yes,Customer Dissatisfaction,39,09-09-26,37.84431115895924,Store
ES-2013-5970074,Yes,Customer Dissatisfaction,122,29-08-26,102.77509319888739,Customer Service
CA-2012-130218,Yes,Customer Dissatisfaction,32,08-09-26,23.64396037356411,Customer Service
CA-2012-130218,Yes,Customer Dissatisfaction,28,04-09-26,27.72764243838385,Customer Service
CA-2012-148712,Yes,Customer Dissatisfaction,11,17-09-26,5.892138499503815,Store
CA-2012-148712,Yes,Customer Dissatisfaction,100,08-09-26,53.505392470627264,Online
CA-2012-148712,Yes,Customer Dissatisfaction,62,30-08-26,60.67597898951024,Customer Service
IN-2011-29725,Yes,Damaged,160,31-08-26,80.79344753007916,Online
MX-2014-162180,Yes,Late Delivery,12,01-09-26,7.8392375148119156,Store
MX-2014-162180,Yes,Late Delivery,99,31-08-26,81.23648918853179,Customer Service
MX-2014-162180,Yes,Late Delivery,440,31-08-26,323.53038108437335,Store
MX-2014-162180,Yes,Late Delivery,176,15-09-26,129.69422345482343,Store
BN-2014-9930,Yes,Damaged,39,25-08-26,36.371906200487985,Online
ES-2011-5340910,Yes,Late Delivery,68,05-09-26,46.66908966996997,Customer Service
ES-2011-5340910,Yes,Late Delivery,514,31-08-26,491.81966609086726,Customer Service
ES-2011-5340910,Yes,Late Delivery,57,10-09-26,38.767867672053924,Customer Service
ES-2011-5340910,Yes,Late Delivery,107,07-09-26,72.53050065136306,Store
IZ-2011-770,Yes,Late Delivery,17,04-09-26,15.378350367161747,Store
IZ-2011-770,Yes,Late Delivery,8,27-08-26,5.587830876490013,Store
IZ-2011-770,Yes,Late Delivery,12,21-09-26,7.902983407912264,Customer Service
IZ-2011-770,Yes,Late Delivery,117,03-09-26,109.80252691597387,Store
IZ-2011-770,Yes,Late Delivery,61,18-09-26,46.78942631964918,Online
IZ-2011-770,Yes,Late Delivery,33,08-09-26,21.161515143782232,Store
IZ-2011-770,Yes,Late Delivery,179,04-09-26,143.4985080115653,Online
IZ-2011-770,Yes,Late Delivery,51,06-09-26,42.27758888591818,Online
IZ-2011-770,Yes,Late Delivery,490,08-09-26,320.21203141109413,Customer Service
IZ-2011-770,Yes,Late Delivery,52,09-09-26,51.09477377282743,Store
IZ-2011-770,Yes,Late Delivery,299,16-09-26,179.57351439634812,Customer Service
