order_id,user_id,order_date,status,return_reason,refund_amount
7957,1562,2020-11-27 12:00:00,Returned,Late Delivery,21.78
7959,1631,2020-11-27 14:00:00,Returned,Wrong Item,66.84
7964,2392,2020-11-27 19:00:00,Returned,Damaged,197.52
7967,4783,2020-11-27 22:00:00,Returned,Damaged,110.54
7986,3051,2020-11-28 17:00:00,Returned,Customer Dissatisfaction,8.22
8013,1638,2020-11-29 20:00:00,Returned,Late Delivery,41.07
8029,963,2020-11-30 12:00:00,Returned,Wrong Item,44.99
8032,3483,2020-11-30 15:00:00,Returned,Late Delivery,44.25
8038,5560,2020-11-30 21:00:00,Returned,Damaged,170.9
8065,2694,2020-12-02 00:00:00,Returned,Wrong Item,43.92
8073,4638,2020-12-02 08:00:00,Returned,Late Delivery,35.65
8081,8328,2020-12-02 16:00:00,Returned,Late Delivery,153.58
8117,31,2020-12-04 04:00:00,Returned,Customer Dissatisfaction,44.18
8132,6431,2020-12-04 19:00:00,Returned,Late Delivery,78.08
8138,3174,2020-12-05 01:00:00,Returned,Wrong Item,169.76
8139,8108,2020-12-05 02:00:00,Returned,Customer Dissatisfaction,176.99
8142,2571,2020-12-05 05:00:00,Returned,Wrong Item,5.89
8158,6443,2020-12-05 21:00:00,Returned,Late Delivery,193.54
8161,2125,2020-12-06 00:00:00,Returned,Damaged,121.55
8171,1536,2020-12-06 10:00:00,Returned,Wrong Item,164.56
8181,1738,2020-12-06 20:00:00,Returned,Late Delivery,168.93
8182,8940,2020-12-06 21:00:00,Returned,Damaged,91.43
8193,901,2020-12-07 08:00:00,Returned,Damaged,151.59
8202,9661,2020-12-07 17:00:00,Returned,Damaged,145.07
8214,628,2020-12-08 05:00:00,Returned,Late Delivery,186.3
8220,7276,2020-12-08 11:00:00,Returned,Customer Dissatisfaction,111.93
8222,6447,2020-12-08 13:00:00,Returned,Late Delivery,177.52
8224,7864,2020-12-08 15:00:00,Returned,Late Delivery,52.2
8232,1241,2020-12-08 23:00:00,Returned,Wrong Item,153.04
8252,5612,2020-12-09 19:00:00,Returned,Late Delivery,5.97
8255,5905,2020-12-09 22:00:00,Returned,Damaged,124.22
8260,4478,2020-12-10 03:00:00,Returned,Damaged,80.29
8261,7512,2020-12-10 04:00:00,Returned,Wrong Item,116.5
8279,1751,2020-12-10 22:00:00,Returned,Wrong Item,125.37
8286,3567,2020-12-11 05:00:00,Returned,Damaged,134.15
8288,2196,2020-12-11 07:00:00,Returned,Late Delivery,122.63
8308,3516,2020-12-12 03:00:00,Returned,Wrong Item,149.68
8338,1883,2020-12-13 09:00:00,Returned,Customer Dissatisfaction,171.75
8363,4698,2020-12-14 10:00:00,Returned,Wrong Item,130.86
8364,5133,2020-12-14 11:00:00,Returned,Wrong Item,45.5
8372,6004,2020-12-14 19:00:00,Returned,Damaged,60.17
8396,5482,2020-12-15 19:00:00,Returned,Customer Dissatisfaction,88.22
8403,483,2020-12-16 02:00:00,Returned,Late Delivery,122.54
8407,7422,2020-12-16 06:00:00,Returned,Wrong Item,86.77
8409,4471,2020-12-16 08:00:00,Returned,Wrong Item,140.62
8413,5720,2020-12-16 12:00:00,Returned,Damaged,193.82
8425,578,2020-12-17 00:00:00,Returned,Customer Dissatisfaction,25.75
8427,9341,2020-12-17 02:00:00,Returned,Customer Dissatisfaction,185.71
8429,5363,2020-12-17 04:00:00,Returned,Damaged,97.34
8432,5943,2020-12-17 07:00:00,Returned,Customer Dissatisfaction,137.69
8437,4402,2020-12-17 12:00:00,Returned,Customer Dissatisfaction,14.49
8451,3038,2020-12-18 02:00:00,Returned,Late Delivery,179.67
8454,4395,2020-12-18 05:00:00,Returned,Damaged,146.33
8465,1408,2020-12-18 16:00:00,Returned,Wrong Item,154.41
8466,9297,2020-12-18 17:00:00,Returned,Customer Dissatisfaction,179.16
8488,1530,2020-12-19 15:00:00,Returned,Customer Dissatisfaction,136.18
8497,3373,2020-12-20 00:00:00,Returned,Damaged,95.4
8504,717,2020-12-20 07:00:00,Returned,Damaged,192.13
8506,3040,2020-12-20 09:00:00,Returned,Damaged,198.95
8545,7132,2020-12-22 00:00:00,Returned,Wrong Item,124.01
8551,2869,2020-12-22 06:00:00,Returned,Late Delivery,102.55
8552,9717,2020-12-22 07:00:00,Returned,Late Delivery,136.89
8564,5332,2020-12-22 19:00:00,Returned,Wrong Item,104.25
8578,1898,2020-12-23 09:00:00,Returned,Wrong Item,199.16
8580,5491,2020-12-23 11:00:00,Returned,Wrong Item,45.8
8583,7049,2020-12-23 14:00:00,Returned,Damaged,42.3
8605,109,2020-12-24 12:00:00,Returned,Wrong Item,195.01
8610,8208,2020-12-24 17:00:00,Returned,Late Delivery,30.64
8616,7533,2020-12-24 23:00:00,Returned,Customer Dissatisfaction,25.64
8652,4982,2020-12-26 11:00:00,Returned,Damaged,63.48
8656,9845,2020-12-26 15:00:00,Returned,Wrong Item,123.02
8679,8262,2020-12-27 14:00:00,Returned,Customer Dissatisfaction,41.98
8680,1782,2020-12-27 15:00:00,Returned,Wrong Item,31.96
8689,2622,2020-12-28 00:00:00,Returned,Wrong Item,101.68
8690,9418,2020-12-28 01:00:00,Returned,Damaged,113.04
8691,7540,2020-12-28 02:00:00,Returned,Late Delivery,154.13
8694,5369,2020-12-28 05:00:00,Returned,Damaged,112.6
8708,2647,2020-12-28 19:00:00,Returned,Damaged,73.23
8711,957,2020-12-28 22:00:00,Returned,Late Delivery,24.85
8734,1503,2020-12-29 21:00:00,Returned,Late Delivery,31.39
8740,4894,2020-12-30 03:00:00,Returned,Late Delivery,12.4
8746,339,2020-12-30 09:00:00,Returned,Customer Dissatisfaction,198.62
8753,7631,2020-12-30 16:00:00,Returned,Damaged,196.52
8755,8837,2020-12-30 18:00:00,Returned,Customer Dissatisfaction,37.66
8756,2539,2020-12-30 19:00:00,Returned,Damaged,76.75
8783,6305,2020-12-31 22:00:00,Returned,Customer Dissatisfaction,7.59
8804,1523,2021-01-01 19:00:00,Returned,Damaged,95.77
8809,6453,2021-01-02 00:00:00,Returned,Damaged,129.65
8816,6881,2021-01-02 07:00:00,Returned,Wrong Item,10.65
8826,7227,2021-01-02 17:00:00,Returned,Late Delivery,168.69
8839,456,2021-01-03 06:00:00,Returned,Wrong Item,162.46
8846,2907,2021-01-03 13:00:00,Returned,Wrong Item,101.98
8850,7711,2021-01-03 17:00:00,Returned,Late Delivery,51.93
8887,6064,2021-01-05 06:00:00,Returned,Late Delivery,123.17
8893,6821,2021-01-05 12:00:00,Returned,Late Delivery,81.49
8894,1847,2021-01-05 13:00:00,Returned,Late Delivery,97.39
8931,908,2021-01-07 02:00:00,Returned,Damaged,32.56
8932,9033,2021-01-07 03:00:00,Returned,Customer Dissatisfaction,84.39
8943,8053,2021-01-07 14:00:00,Returned,Customer Dissatisfaction,147.21
8960,9429,2021-01-08 07:00:00,Returned,Wrong Item,86.95
8963,3651,2021-01-08 10:00:00,Returned,Wrong Item,26.03
8977,3921,2021-01-09 00:00:00,Returned,Wrong Item,70.57
8980,8271,2021-01-09 03:00:00,Returned,Damaged,187.28
8991,9063,2021-01-09 14:00:00,Returned,Late Delivery,106.43
9001,1165,2021-01-10 00:00:00,Returned,Damaged,165.74
9009,4848,2021-01-10 08:00:00,Returned,Damaged,106.53
9011,6040,2021-01-10 10:00:00,Returned,Damaged,8.46
9024,942,2021-01-10 23:00:00,Returned,Damaged,184.17
9030,313,2021-01-11 05:00:00,Returned,Damaged,41.58
9049,5963,2021-01-12 00:00:00,Returned,Late Delivery,79.66
9053,8428,2021-01-12 04:00:00,Returned,Customer Dissatisfaction,195.2
9083,342,2021-01-13 10:00:00,Returned,Late Delivery,16.26
9093,7287,2021-01-13 20:00:00,Returned,Damaged,105.1
9098,4376,2021-01-14 01:00:00,Returned,Late Delivery,104.71
9107,1581,2021-01-14 10:00:00,Returned,Customer Dissatisfaction,37.14
9113,589,2021-01-14 16:00:00,Returned,Late Delivery,108.87
9117,1807,2021-01-14 20:00:00,Returned,Damaged,9.22
9136,7948,2021-01-15 15:00:00,Returned,Customer Dissatisfaction,143.31
9146,3219,2021-01-16 01:00:00,Returned,Wrong Item,199.53
9161,115,2021-01-16 16:00:00,Returned,Damaged,69.73
9163,8933,2021-01-16 18:00:00,Returned,Wrong Item,108.32
9174,101,2021-01-17 05:00:00,Returned,Late Delivery,55.67
9179,1853,2021-01-17 10:00:00,Returned,Late Delivery,21.9
9197,3527,2021-01-18 04:00:00,Returned,Damaged,34.58
9207,2871,2021-01-18 14:00:00,Returned,Late Delivery,42.56
9210,2531,2021-01-18 17:00:00,Returned,Late Delivery,195.67
9221,1478,2021-01-19 04:00:00,Returned,Wrong Item,103.58
9236,1542,2021-01-19 19:00:00,Returned,Late Delivery,35.23
9239,4207,2021-01-19 22:00:00,Returned,Late Delivery,55.82
9242,8015,2021-01-20 01:00:00,Returned,Late Delivery,61.22
9248,1223,2021-01-20 07:00:00,Returned,Wrong Item,124.66
9252,7798,2021-01-20 11:00:00,Returned,Damaged,120.25
9255,6507,2021-01-20 14:00:00,Returned,Wrong Item,177.05
9258,6603,2021-01-20 17:00:00,Returned,Customer Dissatisfaction,137.36
9260,9486,2021-01-20 19:00:00,Returned,Damaged,106.1
9292,2669,2021-01-22 03:00:00,Returned,Customer Dissatisfaction,39.22
9294,4208,2021-01-22 05:00:00,Returned,Customer Dissatisfaction,30.97
9296,7415,2021-01-22 07:00:00,Returned,Customer Dissatisfaction,102.34
9310,1418,2021-01-22 21:00:00,Returned,Damaged,93.93
9311,6350,2021-01-22 22:00:00,Returned,Customer Dissatisfaction,147.44
9321,5612,2021-01-23 08:00:00,Returned,Late Delivery,166.36
9336,6090,2021-01-23 23:00:00,Returned,Damaged,127.79
9337,9183,2021-01-24 00:00:00,Returned,Late Delivery,126.81
9348,8053,2021-01-24 11:00:00,Returned,Wrong Item,113.84
9356,9894,2021-01-24 19:00:00,Returned,Wrong Item,160.06
9370,8599,2021-01-25 09:00:00,Returned,Customer Dissatisfaction,194.17
9390,2792,2021-01-26 05:00:00,Returned,Wrong Item,158.91
9392,6877,2021-01-26 07:00:00,Returned,Damaged,154.57
9396,6959,2021-01-26 11:00:00,Returned,Damaged,149.64
9399,5852,2021-01-26 14:00:00,Returned,Customer Dissatisfaction,188.64
9400,1771,2021-01-26 15:00:00,Returned,Wrong Item,99.46
9418,8955,2021-01-27 09:00:00,Returned,Customer Dissatisfaction,152.76
9425,7968,2021-01-27 16:00:00,Returned,Wrong Item,111.63
9448,1939,2021-01-28 15:00:00,Returned,Late Delivery,8.26
9449,4972,2021-01-28 16:00:00,Returned,Wrong Item,105.63
9450,6580,2021-01-28 17:00:00,Returned,Customer Dissatisfaction,80.16
9480,6224,2021-01-29 23:00:00,Returned,Wrong Item,48.7
9481,3174,2021-01-30 00:00:00,Returned,Customer Dissatisfaction,15.61
9484,8092,2021-01-30 03:00:00,Returned,Wrong Item,45.55
9508,2626,2021-01-31 03:00:00,Returned,Late Delivery,138.95
9515,9915,2021-01-31 10:00:00,Returned,Wrong Item,140.98
9520,6776,2021-01-31 15:00:00,Returned,Wrong Item,198.7
9522,9200,2021-01-31 17:00:00,Returned,Wrong Item,106.92
9530,8737,2021-02-01 01:00:00,Returned,Late Delivery,71.2
9535,4438,2021-02-01 06:00:00,Returned,Customer Dissatisfaction,181.78
9548,9887,2021-02-01 19:00:00,Returned,Damaged,171.24
9559,8763,2021-02-02 06:00:00,Returned,Damaged,168.53
9561,3920,2021-02-02 08:00:00,Returned,Wrong Item,105.29
9572,6717,2021-02-02 19:00:00,Returned,Damaged,50.94
9585,2566,2021-02-03 08:00:00,Returned,Damaged,166.38
9593,5375,2021-02-03 16:00:00,Returned,Damaged,149.34
9609,8561,2021-02-04 08:00:00,Returned,Late Delivery,149.18
9614,383,2021-02-04 13:00:00,Returned,Wrong Item,60.28
9619,4345,2021-02-04 18:00:00,Returned,Customer Dissatisfaction,161.95
9620,121,2021-02-04 19:00:00,Returned,Damaged,92.97
9626,7059,2021-02-05 01:00:00,Returned,Late Delivery,94.82
9628,8765,2021-02-05 03:00:00,Returned,Wrong Item,139.56
9652,275,2021-02-06 03:00:00,Returned,Wrong Item,32.37
9660,2109,2021-02-06 11:00:00,Returned,Customer Dissatisfaction,169.06
9665,8652,2021-02-06 16:00:00,Returned,Damaged,108.34
9668,2617,2021-02-06 19:00:00,Returned,Wrong Item,139.34
9671,932,2021-02-06 22:00:00,Returned,Late Delivery,153.4
9673,8407,2021-02-07 00:00:00,Returned,Wrong Item,47.16
9689,6629,2021-02-07 16:00:00,Returned,Customer Dissatisfaction,80.86
9704,6584,2021-02-08 07:00:00,Returned,Late Delivery,59.32
9731,6595,2021-02-09 10:00:00,Returned,Wrong Item,9.72
9761,9446,2021-02-10 16:00:00,Returned,Wrong Item,194.41
9771,4981,2021-02-11 02:00:00,Returned,Late Delivery,47.82
9774,4770,2021-02-11 05:00:00,Returned,Late Delivery,109.77
9785,606,2021-02-11 16:00:00,Returned,Customer Dissatisfaction,169.19
9786,5141,2021-02-11 17:00:00,Returned,Customer Dissatisfaction,36.56
9801,5819,2021-02-12 08:00:00,Returned,Wrong Item,133.71
9805,6574,2021-02-12 12:00:00,Returned,Damaged,146.52
9812,1546,2021-02-12 19:00:00,Returned,Customer Dissatisfaction,83.64
9821,3226,2021-02-13 04:00:00,Returned,Damaged,66.15
9854,5973,2021-02-14 13:00:00,Returned,Late Delivery,158.63
9869,8854,2021-02-15 04:00:00,Returned,Wrong Item,103.82
9872,5234,2021-02-15 07:00:00,Returned,Damaged,41.91
9907,4996,2021-02-16 18:00:00,Returned,Customer Dissatisfaction,91.1
9911,5347,2021-02-16 22:00:00,Returned,Customer Dissatisfaction,6.65
9914,6974,2021-02-17 01:00:00,Returned,Damaged,11.49
9926,6823,2021-02-17 13:00:00,Returned,Customer Dissatisfaction,81.61
9943,7687,2021-02-18 06:00:00,Returned,Damaged,38.03
9950,9153,2021-02-18 13:00:00,Returned,Late Delivery,63.8
9957,4362,2021-02-18 20:00:00,Returned,Damaged,123.11
9961,5084,2021-02-19 00:00:00,Returned,Late Delivery,141.96
9985,1367,2021-02-20 00:00:00,Returned,Damaged,43.65
9992,1170,2021-02-20 07:00:00,Returned,Customer Dissatisfaction,71.06
10001,5449,2021-02-20 16:00:00,Returned,Wrong Item,48.6
10013,234,2021-02-21 04:00:00,Returned,Wrong Item,22.71
10024,1685,2021-02-21 15:00:00,Returned,Damaged,17.29
10033,7645,2021-02-22 00:00:00,Returned,Damaged,143.6
10059,5386,2021-02-23 02:00:00,Returned,Late Delivery,63.68
10075,7482,2021-02-23 18:00:00,Returned,Damaged,33.75
10087,9533,2021-02-24 06:00:00,Returned,Damaged,86.58
10088,4274,2021-02-24 07:00:00,Returned,Late Delivery,31.83
10090,288,2021-02-24 09:00:00,Returned,Damaged,157.83
10102,9438,2021-02-24 21:00:00,Returned,Wrong Item,149.12
10104,4899,2021-02-24 23:00:00,Returned,Late Delivery,25.88
10127,4023,2021-02-25 22:00:00,Returned,Customer Dissatisfaction,91.86
10128,4935,2021-02-25 23:00:00,Returned,Wrong Item,160.82
10132,612,2021-02-26 03:00:00,Returned,Late Delivery,160.83
10135,3867,2021-02-26 06:00:00,Returned,Customer Dissatisfaction,182.04
10141,526,2021-02-26 12:00:00,Returned,Late Delivery,195.49
10147,821,2021-02-26 18:00:00,Returned,Damaged,61.73
10152,4631,2021-02-26 23:00:00,Returned,Customer Dissatisfaction,152.92
10154,268,2021-02-27 01:00:00,Returned,Wrong Item,41.34
10165,5160,2021-02-27 12:00:00,Returned,Customer Dissatisfaction,58.89
10193,5042,2021-02-28 16:00:00,Returned,Customer Dissatisfaction,28.32
10227,9129,2021-03-02 02:00:00,Returned,Wrong Item,153.75
10234,9153,2021-03-02 09:00:00,Returned,Customer Dissatisfaction,23.68
10235,7123,2021-03-02 10:00:00,Returned,Wrong Item,34.11
10236,2520,2021-03-02 11:00:00,Returned,Wrong Item,198.67
10240,1088,2021-03-02 15:00:00,Returned,Wrong Item,152.15
10254,853,2021-03-03 05:00:00,Returned,Damaged,35.02
10261,7770,2021-03-03 12:00:00,Returned,Damaged,103.22
10270,1900,2021-03-03 21:00:00,Returned,Customer Dissatisfaction,95.46
10278,9375,2021-03-04 05:00:00,Returned,Late Delivery,10.11
10280,4987,2021-03-04 07:00:00,Returned,Late Delivery,114.93
10290,6843,2021-03-04 17:00:00,Returned,Late Delivery,112.87
10294,1163,2021-03-04 21:00:00,Returned,Customer Dissatisfaction,165.53
10307,2371,2021-03-05 10:00:00,Returned,Wrong Item,177.46
10311,6400,2021-03-05 14:00:00,Returned,Wrong Item,129.66
10326,5664,2021-03-06 05:00:00,Returned,Late Delivery,52.24
10327,9512,2021-03-06 06:00:00,Returned,Damaged,186.75
10354,7681,2021-03-07 09:00:00,Returned,Late Delivery,73.3
10369,7293,2021-03-08 00:00:00,Returned,Wrong Item,126.22
10380,9596,2021-03-08 11:00:00,Returned,Damaged,120.77
10408,8476,2021-03-09 15:00:00,Returned,Damaged,99.13
10435,8136,2021-03-10 18:00:00,Returned,Customer Dissatisfaction,192.81
10439,190,2021-03-10 22:00:00,Returned,Late Delivery,29.61
10447,4235,2021-03-11 06:00:00,Returned,Damaged,141.2
10462,9148,2021-03-11 21:00:00,Returned,Late Delivery,23.8
10468,6389,2021-03-12 03:00:00,Returned,Late Delivery,184.87
10496,1918,2021-03-13 07:00:00,Returned,Wrong Item,8.45
10500,5184,2021-03-13 11:00:00,Returned,Damaged,125.97
10503,9512,2021-03-13 14:00:00,Returned,Wrong Item,161.36
10507,3362,2021-03-13 18:00:00,Returned,Damaged,78.85
10529,5190,2021-03-14 16:00:00,Returned,Customer Dissatisfaction,60.09
10546,7218,2021-03-15 09:00:00,Returned,Damaged,162.88
10548,2445,2021-03-15 11:00:00,Returned,Damaged,124.57
10568,6498,2021-03-16 07:00:00,Returned,Wrong Item,76.9
10607,7649,2021-03-17 22:00:00,Returned,Customer Dissatisfaction,21.38
10622,5794,2021-03-18 13:00:00,Returned,Customer Dissatisfaction,13.92
10635,7037,2021-03-19 02:00:00,Returned,Late Delivery,171.44
10643,4635,2021-03-19 10:00:00,Returned,Customer Dissatisfaction,173.35
10652,2921,2021-03-19 19:00:00,Returned,Customer Dissatisfaction,174.03
10656,8766,2021-03-19 23:00:00,Returned,Damaged,18.79
10660,2276,2021-03-20 03:00:00,Returned,Late Delivery,48.27
10664,9408,2021-03-20 07:00:00,Returned,Customer Dissatisfaction,39.39
10687,3954,2021-03-21 06:00:00,Returned,Damaged,53.88
10689,6699,2021-03-21 08:00:00,Returned,Customer Dissatisfaction,30.63
10696,5082,2021-03-21 15:00:00,Returned,Damaged,73.07
10704,3944,2021-03-21 23:00:00,Returned,Customer Dissatisfaction,8.59
10732,5102,2021-03-23 03:00:00,Returned,Wrong Item,43.43
10744,4229,2021-03-23 15:00:00,Returned,Late Delivery,196.97
10749,7747,2021-03-23 20:00:00,Returned,Late Delivery,125.82
10753,6664,2021-03-24 00:00:00,Returned,Wrong Item,143.25
10759,7450,2021-03-24 06:00:00,Returned,Late Delivery,138.11
10761,7313,2021-03-24 08:00:00,Returned,Late Delivery,156.6
10790,4145,2021-03-25 13:00:00,Returned,Late Delivery,73.79
10797,7464,2021-03-25 20:00:00,Returned,Customer Dissatisfaction,150.41
10805,9673,2021-03-26 04:00:00,Returned,Late Delivery,185.44
10816,2131,2021-03-26 15:00:00,Returned,Customer Dissatisfaction,157.89
10819,2922,2021-03-26 18:00:00,Returned,Damaged,36.9
10822,5273,2021-03-26 21:00:00,Returned,Late Delivery,98.75
10825,7415,2021-03-27 00:00:00,Returned,Wrong Item,153.13
10832,2664,2021-03-27 07:00:00,Returned,Damaged,92.09
10837,1519,2021-03-27 12:00:00,Returned,Late Delivery,72.22
10845,3465,2021-03-27 20:00:00,Returned,Customer Dissatisfaction,154.18
10846,4058,2021-03-27 21:00:00,Returned,Damaged,19.92
10857,6074,2021-03-28 08:00:00,Returned,Wrong Item,81.88
10874,5428,2021-03-29 01:00:00,Returned,Customer Dissatisfaction,86.53
10876,9705,2021-03-29 03:00:00,Returned,Customer Dissatisfaction,93.83
10898,7510,2021-03-30 01:00:00,Returned,Customer Dissatisfaction,73.25
10903,9838,2021-03-30 06:00:00,Returned,Late Delivery,112.9
10920,187,2021-03-30 23:00:00,Returned,Customer Dissatisfaction,126.2
10921,9455,2021-03-31 00:00:00,Returned,Damaged,55.03
10922,2516,2021-03-31 01:00:00,Returned,Customer Dissatisfaction,38.57
10961,4711,2021-04-01 16:00:00,Returned,Wrong Item,70.33
10972,4060,2021-04-02 03:00:00,Returned,Late Delivery,17.86
10979,1539,2021-04-02 10:00:00,Returned,Damaged,58.49
10989,3524,2021-04-02 20:00:00,Returned,Customer Dissatisfaction,130.78
10999,5704,2021-04-03 06:00:00,Returned,Damaged,116.62
11000,1797,2021-04-03 07:00:00,Returned,Wrong Item,154.9
11031,4859,2021-04-04 14:00:00,Returned,Wrong Item,67.32
11034,3418,2021-04-04 17:00:00,Returned,Late Delivery,112.89
11053,442,2021-04-05 12:00:00,Returned,Wrong Item,169.85
11064,1252,2021-04-05 23:00:00,Returned,Customer Dissatisfaction,163.46
11098,2952,2021-04-07 09:00:00,Returned,Customer Dissatisfaction,61.36
11100,6278,2021-04-07 11:00:00,Returned,Damaged,180.08
11105,8454,2021-04-07 16:00:00,Returned,Customer Dissatisfaction,182.54
11115,2315,2021-04-08 02:00:00,Returned,Damaged,27.48
11118,8060,2021-04-08 05:00:00,Returned,Wrong Item,109.08
11122,126,2021-04-08 09:00:00,Returned,Damaged,81.36
11138,5814,2021-04-09 01:00:00,Returned,Damaged,42.0
11157,9522,2021-04-09 20:00:00,Returned,Customer Dissatisfaction,195.67
11163,7558,2021-04-10 02:00:00,Returned,Late Delivery,69.21
11190,435,2021-04-11 05:00:00,Returned,Damaged,146.33
11228,5481,2021-04-12 19:00:00,Returned,Customer Dissatisfaction,195.58
11234,495,2021-04-13 01:00:00,Returned,Late Delivery,80.91
11250,6020,2021-04-13 17:00:00,Returned,Wrong Item,26.42
11264,914,2021-04-14 07:00:00,Returned,Customer Dissatisfaction,35.03
11284,617,2021-04-15 03:00:00,Returned,Wrong Item,25.89
11287,4948,2021-04-15 06:00:00,Returned,Late Delivery,38.11
11290,1036,2021-04-15 09:00:00,Returned,Wrong Item,91.26
11293,3364,2021-04-15 12:00:00,Returned,Late Delivery,191.57
11296,835,2021-04-15 15:00:00,Returned,Customer Dissatisfaction,160.83
11334,5179,2021-04-17 05:00:00,Returned,Customer Dissatisfaction,197.34
11344,8193,2021-04-17 15:00:00,Returned,Wrong Item,186.25
11363,2098,2021-04-18 10:00:00,Returned,Customer Dissatisfaction,17.01
11371,4254,2021-04-18 18:00:00,Returned,Wrong Item,194.13
11392,1863,2021-04-19 15:00:00,Returned,Customer Dissatisfaction,15.99
11415,1607,2021-04-20 14:00:00,Returned,Wrong Item,152.07
11422,4981,2021-04-20 21:00:00,Returned,Wrong Item,148.48
11444,5198,2021-04-21 19:00:00,Returned,Late Delivery,150.21
11447,1306,2021-04-21 22:00:00,Returned,Late Delivery,54.61
11465,1661,2021-04-22 16:00:00,Returned,Wrong Item,6.26
11469,818,2021-04-22 20:00:00,Returned,Damaged,50.3
11478,5023,2021-04-23 05:00:00,Returned,Damaged,138.1
11480,9279,2021-04-23 07:00:00,Returned,Late Delivery,187.41
11492,7371,2021-04-23 19:00:00,Returned,Wrong Item,38.31
11494,9862,2021-04-23 21:00:00,Returned,Late Delivery,33.33
11496,5197,2021-04-23 23:00:00,Returned,Customer Dissatisfaction,147.99
11524,3750,2021-04-25 03:00:00,Returned,Damaged,164.91
11536,5057,2021-04-25 15:00:00,Returned,Customer Dissatisfaction,163.22
11551,211,2021-04-26 06:00:00,Returned,Wrong Item,105.03
11555,4604,2021-04-26 10:00:00,Returned,Late Delivery,5.17
11565,2822,2021-04-26 20:00:00,Returned,Damaged,193.17
11568,4783,2021-04-26 23:00:00,Returned,Customer Dissatisfaction,171.17
11575,3462,2021-04-27 06:00:00,Returned,Wrong Item,178.88
11585,4228,2021-04-27 16:00:00,Returned,Late Delivery,95.58
11595,3841,2021-04-28 02:00:00,Returned,Damaged,9.33
11612,7699,2021-04-28 19:00:00,Returned,Late Delivery,89.63
11668,80,2021-05-01 03:00:00,Returned,Late Delivery,111.34
11671,4478,2021-05-01 06:00:00,Returned,Wrong Item,184.34
11676,4393,2021-05-01 11:00:00,Returned,Customer Dissatisfaction,28.93
11684,6355,2021-05-01 19:00:00,Returned,Late Delivery,110.83
11695,1383,2021-05-02 06:00:00,Returned,Late Delivery,20.87
11696,9194,2021-05-02 07:00:00,Returned,Customer Dissatisfaction,51.78
11700,1916,2021-05-02 11:00:00,Returned,Damaged,125.88
11709,1628,2021-05-02 20:00:00,Returned,Late Delivery,20.46
11721,3374,2021-05-03 08:00:00,Returned,Late Delivery,61.22
11724,9355,2021-05-03 11:00:00,Returned,Damaged,11.2
11725,1133,2021-05-03 12:00:00,Returned,Late Delivery,94.1
11726,3034,2021-05-03 13:00:00,Returned,Customer Dissatisfaction,88.7
11730,3909,2021-05-03 17:00:00,Returned,Late Delivery,29.29
11755,2809,2021-05-04 18:00:00,Returned,Damaged,110.05
11759,691,2021-05-04 22:00:00,Returned,Wrong Item,66.96
11760,3276,2021-05-04 23:00:00,Returned,Wrong Item,127.94
11765,6917,2021-05-05 04:00:00,Returned,Damaged,150.11
11768,420,2021-05-05 07:00:00,Returned,Wrong Item,40.12
11773,2045,2021-05-05 12:00:00,Returned,Late Delivery,189.6
11783,2744,2021-05-05 22:00:00,Returned,Wrong Item,90.25
11786,5870,2021-05-06 01:00:00,Returned,Wrong Item,87.88
11788,8925,2021-05-06 03:00:00,Returned,Damaged,15.13
11791,446,2021-05-06 06:00:00,Returned,Customer Dissatisfaction,80.96
11806,1077,2021-05-06 21:00:00,Returned,Late Delivery,116.78
11807,841,2021-05-06 22:00:00,Returned,Wrong Item,141.73
11816,2076,2021-05-07 07:00:00,Returned,Damaged,60.91
11821,1898,2021-05-07 12:00:00,Returned,Customer Dissatisfaction,90.23
11822,7556,2021-05-07 13:00:00,Returned,Late Delivery,114.6
11824,9699,2021-05-07 15:00:00,Returned,Customer Dissatisfaction,20.12
11827,6156,2021-05-07 18:00:00,Returned,Late Delivery,48.79
11841,5195,2021-05-08 08:00:00,Returned,Wrong Item,103.87
11859,355,2021-05-09 02:00:00,Returned,Customer Dissatisfaction,86.76
11878,2715,2021-05-09 21:00:00,Returned,Wrong Item,142.36
11881,9125,2021-05-10 00:00:00,Returned,Damaged,77.41
11893,6812,2021-05-10 12:00:00,Returned,Wrong Item,174.66
11904,5145,2021-05-10 23:00:00,Returned,Customer Dissatisfaction,49.74
11909,9152,2021-05-11 04:00:00,Returned,Late Delivery,126.34
11910,6414,2021-05-11 05:00:00,Returned,Customer Dissatisfaction,61.21
11911,5137,2021-05-11 06:00:00,Returned,Customer Dissatisfaction,35.91
11915,3394,2021-05-11 10:00:00,Returned,Wrong Item,133.97
11917,7114,2021-05-11 12:00:00,Returned,Damaged,79.88
11930,765,2021-05-12 01:00:00,Returned,Damaged,43.6
11940,2087,2021-05-12 11:00:00,Returned,Late Delivery,120.59
11947,1874,2021-05-12 18:00:00,Returned,Damaged,124.73
11969,6692,2021-05-13 16:00:00,Returned,Late Delivery,34.06
11992,217,2021-05-14 15:00:00,Returned,Damaged,178.48
12000,1800,2021-05-14 23:00:00,Returned,Customer Dissatisfaction,119.76
12006,2280,2021-05-15 05:00:00,Returned,Wrong Item,163.27
12014,8319,2021-05-15 13:00:00,Returned,Damaged,89.15
12016,5671,2021-05-15 15:00:00,Returned,Wrong Item,130.4
