order_id,product_id,quantity,unit_price,total_price
4087,1,3,199.87,599.61
4088,23,3,374.81,1124.43
4089,12,2,211.85,423.7
4090,21,4,120.53,482.12
4090,2,1,215.84,215.84
4091,2,2,215.84,431.68
4091,11,1,471.73,471.73
4092,4,4,64.14,256.56
4092,12,4,211.85,847.4
4092,8,1,468.14,468.14
4093,26,3,453.26,1359.78
4093,8,1,468.14,468.14
4093,7,1,77.21,77.21
4093,18,4,299.91,1199.64
4093,17,1,415.55,415.55
4094,1,4,199.87,799.48
4094,9,3,494.58,1483.74
4094,6,3,73.81,221.43
4095,9,3,494.58,1483.74
4095,24,1,471.33,471.33
4096,5,3,108.06,324.18
4096,26,1,453.26,453.26
4096,20,3,380.42,1141.26
4097,23,1,374.81,374.81
4097,9,1,494.58,494.58
4098,13,4,73.17,292.68
4098,10,3,457.75,1373.25
4099,10,4,457.75,1831.0
4100,3,4,192.07,768.28
4100,16,2,198.73,397.46
4101,7,4,77.21,308.84
4101,3,3,192.07,576.21
4101,1,2,199.87,399.74
4101,6,2,73.81,147.62
4102,5,1,108.06,108.06
4103,23,2,374.81,749.62
4104,28,2,93.59,187.18
4104,25,3,361.41,1084.23
4105,4,4,64.14,256.56
4105,3,1,192.07,192.07
4106,8,2,468.14,936.28
4107,24,4,471.33,1885.32
4107,4,1,64.14,64.14
4108,2,3,215.84,647.52
4109,8,2,468.14,936.28
4110,24,1,471.33,471.33
4110,27,2,231.99,463.98
4111,22,2,248.4,496.8
4111,18,2,299.91,599.82
4111,3,2,192.07,384.14
4112,24,1,471.33,471.33
4112,1,1,199.87,199.87
4112,2,4,215.84,863.36
4113,21,1,120.53,120.53
4113,24,3,471.33,1413.99
4114,9,4,494.58,1978.32
4114,25,2,361.41,722.82
4114,19,3,277.49,832.47
4115,12,1,211.85,211.85
4115,24,4,471.33,1885.32
4116,12,2,211.85,423.7
4117,21,1,120.53,120.53
4117,13,1,73.17,73.17
4117,19,2,277.49,554.98
4117,12,4,211.85,847.4
4118,15,4,234.0,936.0
4118,28,1,93.59,93.59
4119,25,3,361.41,1084.23
4119,16,3,198.73,596.19
4119,2,2,215.84,431.68
4120,14,4,68.47,273.88
4121,25,4,361.41,1445.64
4122,18,2,299.91,599.82
4123,22,3,248.4,745.2
4124,22,3,248.4,745.2
4125,19,3,277.49,832.47
4125,12,4,211.85,847.4
4126,26,2,453.26,906.52
4127,12,4,211.85,847.4
4127,4,2,64.14,128.28
4128,11,4,471.73,1886.92
4128,10,3,457.75,1373.25
4129,28,3,93.59,280.77
4129,26,2,453.26,906.52
4129,27,1,231.99,231.99
4130,8,3,468.14,1404.42
4130,20,2,380.42,760.84
4130,16,4,198.73,794.92
4130,4,2,64.14,128.28
4130,2,3,215.84,647.52
4130,26,3,453.26,1359.78
4131,27,1,231.99,231.99
4132,15,4,234.0,936.0
4132,17,1,415.55,415.55
4132,25,3,361.41,1084.23
4133,9,1,494.58,494.58
4134,14,1,68.47,68.47
4135,7,2,77.21,154.42
4135,23,1,374.81,374.81
4135,2,4,215.84,863.36
4136,22,1,248.4,248.4
4137,9,3,494.58,1483.74
4137,23,2,374.81,749.62
4137,27,2,231.99,463.98
4138,14,4,68.47,273.88
4138,5,3,108.06,324.18
4139,7,4,77.21,308.84
4139,21,1,120.53,120.53
4139,2,3,215.84,647.52
4139,12,3,211.85,635.55
4140,20,4,380.42,1521.68
4140,12,3,211.85,635.55
4140,14,4,68.47,273.88
4141,5,2,108.06,216.12
4141,28,4,93.59,374.36
4141,8,3,468.14,1404.42
4142,6,2,73.81,147.62
4143,25,2,361.41,722.82
4144,5,1,108.06,108.06
4144,13,2,73.17,146.34
4144,6,2,73.81,147.62
4145,18,1,299.91,299.91
4146,13,1,73.17,73.17
4147,8,1,468.14,468.14
4148,15,2,234.0,468.0
4149,19,1,277.49,277.49
4150,1,3,199.87,599.61
4151,27,2,231.99,463.98
4151,20,4,380.42,1521.68
4151,22,2,248.4,496.8
4152,14,4,68.47,273.88
4152,2,3,215.84,647.52
4152,17,1,415.55,415.55
4153,26,2,453.26,906.52
4153,20,1,380.42,380.42
4154,21,3,120.53,361.59
4154,2,4,215.84,863.36
4155,22,1,248.4,248.4
4155,8,3,468.14,1404.42
4155,6,1,73.81,73.81
4156,1,1,199.87,199.87
4156,20,1,380.42,380.42
4157,23,2,374.81,749.62
4157,21,3,120.53,361.59
4157,20,2,380.42,760.84
4158,16,4,198.73,794.92
4158,10,4,457.75,1831.0
4159,16,1,198.73,198.73
4159,27,2,231.99,463.98
4159,20,3,380.42,1141.26
4160,1,3,199.87,599.61
4161,20,4,380.42,1521.68
4162,15,4,234.0,936.0
4162,2,4,215.84,863.36
4162,12,4,211.85,847.4
4163,19,4,277.49,1109.96
4164,15,1,234.0,234.0
4165,12,1,211.85,211.85
4166,19,2,277.49,554.98
4167,22,1,248.4,248.4
4167,23,1,374.81,374.81
4167,9,2,494.58,989.16
4168,21,3,120.53,361.59
4168,13,2,73.17,146.34
4169,2,4,215.84,863.36
4169,26,1,453.26,453.26
4169,13,3,73.17,219.51
4170,9,2,494.58,989.16
4171,5,3,108.06,324.18
4172,18,2,299.91,599.82
4172,22,2,248.4,496.8
4173,25,1,361.41,361.41
4173,13,3,73.17,219.51
4173,15,1,234.0,234.0
4173,10,1,457.75,457.75
4173,12,4,211.85,847.4
4174,14,4,68.47,273.88
4175,21,1,120.53,120.53
4175,28,2,93.59,187.18
4175,3,2,192.07,384.14
4176,9,3,494.58,1483.74
4177,1,3,199.87,599.61
4178,20,1,380.42,380.42
4179,17,1,415.55,415.55
4180,11,2,471.73,943.46
4181,20,3,380.42,1141.26
4181,11,1,471.73,471.73
4181,13,1,73.17,73.17
4181,17,4,415.55,1662.2
4182,9,3,494.58,1483.74
4182,10,1,457.75,457.75
4182,8,1,468.14,468.14
4183,27,4,231.99,927.96
4183,3,2,192.07,384.14
4184,15,4,234.0,936.0
4184,5,3,108.06,324.18
4184,9,1,494.58,494.58
4184,1,4,199.87,799.48
4184,25,4,361.41,1445.64
4185,27,3,231.99,695.97
4185,4,1,64.14,64.14
4185,14,3,68.47,205.41
4186,17,3,415.55,1246.65
4186,1,2,199.87,399.74
4186,7,2,77.21,154.42
4186,4,3,64.14,192.42
4187,13,4,73.17,292.68
4187,26,4,453.26,1813.04
4188,7,1,77.21,77.21
4188,26,4,453.26,1813.04
4188,20,4,380.42,1521.68
4188,13,3,73.17,219.51
4188,10,4,457.75,1831.0
4189,21,4,120.53,482.12
4190,4,2,64.14,128.28
4190,14,2,68.47,136.94
4190,11,4,471.73,1886.92
4191,26,4,453.26,1813.04
4191,20,3,380.42,1141.26
4192,2,2,215.84,431.68
4192,21,3,120.53,361.59
4193,23,2,374.81,749.62
4194,20,1,380.42,380.42
4195,21,1,120.53,120.53
4195,25,1,361.41,361.41
4196,26,4,453.26,1813.04
4196,21,3,120.53,361.59
4197,2,3,215.84,647.52
4197,9,2,494.58,989.16
4198,22,1,248.4,248.4
4198,14,4,68.47,273.88
4198,6,1,73.81,73.81
4199,7,4,77.21,308.84
4199,10,4,457.75,1831.0
4199,21,3,120.53,361.59
4199,13,3,73.17,219.51
4200,20,3,380.42,1141.26
4200,23,3,374.81,1124.43
4200,10,1,457.75,457.75
4201,18,3,299.91,899.73
4202,23,3,374.81,1124.43
4202,11,3,471.73,1415.19
4203,13,2,73.17,146.34
4203,15,4,234.0,936.0
4204,16,1,198.73,198.73
4204,4,2,64.14,128.28
4205,9,3,494.58,1483.74
4206,12,1,211.85,211.85
4206,6,4,73.81,295.24
4207,24,4,471.33,1885.32
4207,16,4,198.73,794.92
4208,27,3,231.99,695.97
4208,20,1,380.42,380.42
4208,18,2,299.91,599.82
4209,26,2,453.26,906.52
4209,19,2,277.49,554.98
4210,13,4,73.17,292.68
4210,11,3,471.73,1415.19
4210,17,1,415.55,415.55
4211,7,3,77.21,231.63
4212,6,3,73.81,221.43
4212,27,4,231.99,927.96
4212,4,3,64.14,192.42
4213,10,3,457.75,1373.25
4214,27,4,231.99,927.96
4215,23,1,374.81,374.81
4215,28,2,93.59,187.18
4215,10,3,457.75,1373.25
4215,18,4,299.91,1199.64
4215,12,2,211.85,423.7
4216,8,3,468.14,1404.42
4217,28,2,93.59,187.18
4218,15,4,234.0,936.0
4218,25,4,361.41,1445.64
4218,17,4,415.55,1662.2
4219,22,3,248.4,745.2
4219,8,3,468.14,1404.42
4219,20,2,380.42,760.84
4220,20,3,380.42,1141.26
4220,8,2,468.14,936.28
4220,28,1,93.59,93.59
4220,15,4,234.0,936.0
4221,19,4,277.49,1109.96
4222,13,1,73.17,73.17
4223,21,2,120.53,241.06
4224,24,2,471.33,942.66
4225,10,4,457.75,1831.0
4225,3,1,192.07,192.07
4226,3,1,192.07,192.07
4227,15,3,234.0,702.0
4227,2,1,215.84,215.84
4227,21,1,120.53,120.53
4228,9,1,494.58,494.58
4228,21,1,120.53,120.53
4228,6,3,73.81,221.43
4229,17,3,415.55,1246.65
4229,20,3,380.42,1141.26
4230,1,1,199.87,199.87
4230,7,1,77.21,77.21
4231,9,2,494.58,989.16
4232,5,1,108.06,108.06
4232,16,2,198.73,397.46
4233,7,4,77.21,308.84
4234,4,1,64.14,64.14
4234,13,1,73.17,73.17
4234,12,2,211.85,423.7
4234,5,4,108.06,432.24
4234,17,4,415.55,1662.2
4234,8,1,468.14,468.14
4235,12,4,211.85,847.4
4236,9,2,494.58,989.16
4236,26,1,453.26,453.26
4236,6,2,73.81,147.62
4237,6,4,73.81,295.24
4237,18,4,299.91,1199.64
4238,26,4,453.26,1813.04
4238,25,3,361.41,1084.23
4239,15,4,234.0,936.0
4239,9,1,494.58,494.58
4240,5,3,108.06,324.18
4240,25,3,361.41,1084.23
4241,23,1,374.81,374.81
4241,11,3,471.73,1415.19
4241,5,2,108.06,216.12
4241,8,1,468.14,468.14
4241,3,2,192.07,384.14
4242,1,3,199.87,599.61
4242,7,1,77.21,77.21
4242,27,1,231.99,231.99
4243,9,2,494.58,989.16
4244,17,3,415.55,1246.65
4245,22,4,248.4,993.6
4245,6,4,73.81,295.24
4246,16,3,198.73,596.19
4247,15,3,234.0,702.0
4247,21,4,120.53,482.12
4248,26,2,453.26,906.52
4248,27,2,231.99,463.98
4248,10,1,457.75,457.75
4248,7,4,77.21,308.84
4249,9,3,494.58,1483.74
4249,20,2,380.42,760.84
4249,6,1,73.81,73.81
4250,28,4,93.59,374.36
4251,3,3,192.07,576.21
4251,23,1,374.81,374.81
4251,27,3,231.99,695.97
4252,23,4,374.81,1499.24
4252,18,3,299.91,899.73
4253,2,1,215.84,215.84
4253,25,4,361.41,1445.64
4254,26,3,453.26,1359.78
4255,3,3,192.07,576.21
4256,4,1,64.14,64.14
4256,8,3,468.14,1404.42
4256,24,2,471.33,942.66
4257,10,3,457.75,1373.25
4257,3,1,192.07,192.07
4257,26,2,453.26,906.52
4257,19,2,277.49,554.98
4258,11,2,471.73,943.46
4258,9,4,494.58,1978.32
4258,13,4,73.17,292.68
4259,8,1,468.14,468.14
4259,25,4,361.41,1445.64
4260,9,3,494.58,1483.74
4260,18,2,299.91,599.82
4260,1,3,199.87,599.61
4260,2,4,215.84,863.36
4261,11,3,471.73,1415.19
4261,28,2,93.59,187.18
4262,16,2,198.73,397.46
4262,21,2,120.53,241.06
4262,18,3,299.91,899.73
4263,18,3,299.91,899.73
4263,24,3,471.33,1413.99
4264,26,1,453.26,453.26
4265,1,2,199.87,399.74
4265,8,3,468.14,1404.42
4265,7,4,77.21,308.84
4266,17,4,415.55,1662.2
4266,28,4,93.59,374.36
4267,14,3,68.47,205.41
4268,10,4,457.75,1831.0
4269,3,3,192.07,576.21
4270,6,1,73.81,73.81
4270,2,1,215.84,215.84
4271,18,3,299.91,899.73
4272,15,2,234.0,468.0
4272,6,2,73.81,147.62
4272,23,1,374.81,374.81
4272,17,1,415.55,415.55
4272,14,1,68.47,68.47
4273,4,1,64.14,64.14
4273,3,2,192.07,384.14
4274,23,1,374.81,374.81
4275,6,1,73.81,73.81
4276,27,3,231.99,695.97
4277,27,4,231.99,927.96
4278,4,3,64.14,192.42
4278,22,4,248.4,993.6
4279,16,4,198.73,794.92
4279,2,2,215.84,431.68
4280,4,2,64.14,128.28
4280,11,4,471.73,1886.92
4281,20,4,380.42,1521.68
4281,12,4,211.85,847.4
4282,17,3,415.55,1246.65
4282,14,2,68.47,136.94
4282,22,4,248.4,993.6
4282,1,4,199.87,799.48
4283,18,3,299.91,899.73
4283,24,1,471.33,471.33
4283,27,2,231.99,463.98
4284,17,3,415.55,1246.65
4285,17,2,415.55,831.1
4286,12,2,211.85,423.7
4287,5,2,108.06,216.12
4288,9,4,494.58,1978.32
4288,19,1,277.49,277.49
4289,26,4,453.26,1813.04
4289,1,2,199.87,399.74
4290,19,4,277.49,1109.96
4290,12,1,211.85,211.85
4290,25,4,361.41,1445.64
4291,26,1,453.26,453.26
4292,27,4,231.99,927.96
4292,2,1,215.84,215.84
4292,24,1,471.33,471.33
4293,9,3,494.58,1483.74
4294,10,4,457.75,1831.0
4295,14,3,68.47,205.41
4295,11,3,471.73,1415.19
4295,28,1,93.59,93.59
4295,15,3,234.0,702.0
4295,12,3,211.85,635.55
4296,26,4,453.26,1813.04
4297,19,2,277.49,554.98
4298,12,4,211.85,847.4
4299,5,3,108.06,324.18
4299,3,3,192.07,576.21
4299,24,3,471.33,1413.99
4300,28,4,93.59,374.36
4301,15,2,234.0,468.0
4301,1,4,199.87,799.48
4301,7,1,77.21,77.21
4301,11,1,471.73,471.73
4302,23,3,374.81,1124.43
4302,21,4,120.53,482.12
4303,22,1,248.4,248.4
4303,26,1,453.26,453.26
4304,25,2,361.41,722.82
4304,5,1,108.06,108.06
4304,18,1,299.91,299.91
4304,4,4,64.14,256.56
4304,15,1,234.0,234.0
4304,23,1,374.81,374.81
4304,27,3,231.99,695.97
4304,8,4,468.14,1872.56
4305,15,1,234.0,234.0
4305,16,2,198.73,397.46
4306,26,3,453.26,1359.78
4306,4,2,64.14,128.28
4306,1,4,199.87,799.48
4306,15,2,234.0,468.0
4306,3,2,192.07,384.14
4307,16,2,198.73,397.46
4308,1,4,199.87,799.48
4309,25,4,361.41,1445.64
4309,18,1,299.91,299.91
4309,10,2,457.75,915.5
4309,28,1,93.59,93.59
4310,15,3,234.0,702.0
4310,9,3,494.58,1483.74
4310,11,3,471.73,1415.19
4311,8,1,468.14,468.14
4312,13,4,73.17,292.68
4312,14,3,68.47,205.41
4312,28,4,93.59,374.36
4313,19,4,277.49,1109.96
4313,20,4,380.42,1521.68
4314,8,3,468.14,1404.42
4315,8,3,468.14,1404.42
4316,4,2,64.14,128.28
4317,13,1,73.17,73.17
4317,7,3,77.21,231.63
4317,25,2,361.41,722.82
4318,9,3,494.58,1483.74
4318,3,4,192.07,768.28
4319,18,2,299.91,599.82
4319,22,4,248.4,993.6
4320,22,2,248.4,496.8
4321,17,4,415.55,1662.2
4321,15,1,234.0,234.0
4322,17,4,415.55,1662.2
4322,11,2,471.73,943.46
4322,19,2,277.49,554.98
4322,10,2,457.75,915.5
4322,28,4,93.59,374.36
4323,15,3,234.0,702.0
4323,9,3,494.58,1483.74
4324,16,2,198.73,397.46
4324,28,4,93.59,374.36
4324,24,1,471.33,471.33
4325,10,2,457.75,915.5
4326,19,1,277.49,277.49
4327,13,3,73.17,219.51
4328,24,4,471.33,1885.32
4328,21,4,120.53,482.12
4328,7,4,77.21,308.84
4329,3,3,192.07,576.21
4330,12,2,211.85,423.7
4330,24,4,471.33,1885.32
4331,26,2,453.26,906.52
4332,2,3,215.84,647.52
4333,25,2,361.41,722.82
4333,11,2,471.73,943.46
4334,2,2,215.84,431.68
4334,8,3,468.14,1404.42
4335,13,1,73.17,73.17
4335,28,1,93.59,93.59
4336,20,3,380.42,1141.26
4336,27,3,231.99,695.97
4337,4,4,64.14,256.56
4337,2,3,215.84,647.52
4337,21,2,120.53,241.06
4338,6,2,73.81,147.62
4338,4,4,64.14,256.56
4339,15,1,234.0,234.0
4340,3,3,192.07,576.21
4340,8,1,468.14,468.14
4341,21,3,120.53,361.59
4342,13,3,73.17,219.51
4342,27,4,231.99,927.96
4342,1,4,199.87,799.48
4342,2,2,215.84,431.68
4343,8,3,468.14,1404.42
4344,21,1,120.53,120.53
4345,10,2,457.75,915.5
4345,9,2,494.58,989.16
4346,22,1,248.4,248.4
4347,22,1,248.4,248.4
4348,8,4,468.14,1872.56
4348,11,1,471.73,471.73
4348,3,1,192.07,192.07
4349,27,1,231.99,231.99
4349,6,2,73.81,147.62
4350,13,4,73.17,292.68
4350,21,3,120.53,361.59
4351,23,1,374.81,374.81
4352,3,3,192.07,576.21
4352,9,2,494.58,989.16
4353,15,4,234.0,936.0
4353,19,4,277.49,1109.96
4354,6,2,73.81,147.62
4354,24,2,471.33,942.66
4354,3,4,192.07,768.28
4354,11,4,471.73,1886.92
4354,21,1,120.53,120.53
4355,4,2,64.14,128.28
4355,7,3,77.21,231.63
4355,22,3,248.4,745.2
4356,7,3,77.21,231.63
4356,2,1,215.84,215.84
4357,23,2,374.81,749.62
4357,13,3,73.17,219.51
4357,20,3,380.42,1141.26
4358,1,3,199.87,599.61
4358,20,3,380.42,1141.26
4358,19,4,277.49,1109.96
4358,21,2,120.53,241.06
4359,10,3,457.75,1373.25
4360,12,3,211.85,635.55
4360,28,4,93.59,374.36
4360,10,2,457.75,915.5
4361,12,2,211.85,423.7
4362,26,1,453.26,453.26
4362,23,2,374.81,749.62
4362,15,1,234.0,234.0
4363,5,4,108.06,432.24
4363,19,4,277.49,1109.96
4363,26,1,453.26,453.26
4364,27,1,231.99,231.99
4365,10,1,457.75,457.75
4365,24,2,471.33,942.66
4366,5,4,108.06,432.24
4367,19,4,277.49,1109.96
4367,11,3,471.73,1415.19
4368,24,2,471.33,942.66
4368,17,2,415.55,831.1
4369,16,2,198.73,397.46
4369,26,4,453.26,1813.04
4370,26,1,453.26,453.26
4370,11,2,471.73,943.46
4371,14,4,68.47,273.88
4371,12,2,211.85,423.7
4372,10,3,457.75,1373.25
4372,25,1,361.41,361.41
4373,22,3,248.4,745.2
4374,16,4,198.73,794.92
4374,6,3,73.81,221.43
4374,12,4,211.85,847.4
4375,19,3,277.49,832.47
4375,21,2,120.53,241.06
4376,25,1,361.41,361.41
4377,15,4,234.0,936.0
4378,4,4,64.14,256.56
4378,22,1,248.4,248.4
4379,14,4,68.47,273.88
4380,25,4,361.41,1445.64
4381,5,1,108.06,108.06
4382,16,4,198.73,794.92
4382,21,4,120.53,482.12
4383,24,4,471.33,1885.32
4383,23,4,374.81,1499.24
4384,2,4,215.84,863.36
4384,27,3,231.99,695.97
4384,8,4,468.14,1872.56
4384,15,1,234.0,234.0
4384,5,3,108.06,324.18
4385,27,1,231.99,231.99
4386,3,2,192.07,384.14
4386,17,3,415.55,1246.65
4386,1,2,199.87,399.74
4386,20,4,380.42,1521.68
4386,24,2,471.33,942.66
4386,16,4,198.73,794.92
4387,12,4,211.85,847.4
4387,17,4,415.55,1662.2
4388,27,2,231.99,463.98
4389,26,2,453.26,906.52
4389,15,1,234.0,234.0
4390,20,4,380.42,1521.68
4391,3,2,192.07,384.14
4391,19,3,277.49,832.47
4392,20,4,380.42,1521.68
4392,18,1,299.91,299.91
4392,4,1,64.14,64.14
4392,22,3,248.4,745.2
4393,10,4,457.75,1831.0
4393,15,1,234.0,234.0
4394,23,1,374.81,374.81
4394,16,4,198.73,794.92
4395,20,1,380.42,380.42
4395,24,4,471.33,1885.32
4395,6,4,73.81,295.24
4396,26,1,453.26,453.26
4397,19,1,277.49,277.49
4398,23,4,374.81,1499.24
4398,28,2,93.59,187.18
4398,21,4,120.53,482.12
4399,19,3,277.49,832.47
4399,18,1,299.91,299.91
4399,25,2,361.41,722.82
4400,2,2,215.84,431.68
4401,10,3,457.75,1373.25
4402,6,2,73.81,147.62
4402,10,2,457.75,915.5
4403,21,4,120.53,482.12
4403,1,1,199.87,199.87
4404,8,4,468.14,1872.56
4405,4,1,64.14,64.14
4406,8,2,468.14,936.28
4407,9,2,494.58,989.16
4407,25,4,361.41,1445.64
4407,8,4,468.14,1872.56
4408,18,1,299.91,299.91
4408,20,3,380.42,1141.26
4409,26,4,453.26,1813.04
4409,18,2,299.91,599.82
4410,5,4,108.06,432.24
4411,20,2,380.42,760.84
4412,19,4,277.49,1109.96
4413,21,3,120.53,361.59
4413,8,4,468.14,1872.56
4414,23,4,374.81,1499.24
4415,16,1,198.73,198.73
4416,18,2,299.91,599.82
4417,11,2,471.73,943.46
4418,5,4,108.06,432.24
4418,7,2,77.21,154.42
4419,16,4,198.73,794.92
4419,14,3,68.47,205.41
4419,23,4,374.81,1499.24
4420,15,3,234.0,702.0
4420,6,2,73.81,147.62
4421,6,2,73.81,147.62
4422,2,4,215.84,863.36
4423,9,3,494.58,1483.74
4424,1,1,199.87,199.87
4425,5,4,108.06,432.24
4425,7,1,77.21,77.21
4426,8,4,468.14,1872.56
4426,16,3,198.73,596.19
4426,20,3,380.42,1141.26
4426,1,4,199.87,799.48
4427,17,3,415.55,1246.65
4427,9,2,494.58,989.16
4427,18,2,299.91,599.82
4428,18,1,299.91,299.91
4428,22,2,248.4,496.8
4428,9,4,494.58,1978.32
4429,15,4,234.0,936.0
4429,9,3,494.58,1483.74
4430,25,3,361.41,1084.23
4431,6,2,73.81,147.62
4432,6,2,73.81,147.62
4432,25,2,361.41,722.82
4432,11,4,471.73,1886.92
4433,7,1,77.21,77.21
4434,4,3,64.14,192.42
4434,10,4,457.75,1831.0
4434,28,4,93.59,374.36
4434,15,4,234.0,936.0
4434,24,2,471.33,942.66
4435,17,4,415.55,1662.2
4435,15,4,234.0,936.0
4435,28,2,93.59,187.18
4435,10,4,457.75,1831.0
4436,3,2,192.07,384.14
4437,19,3,277.49,832.47
4438,13,3,73.17,219.51
4439,15,1,234.0,234.0
4439,23,4,374.81,1499.24
4440,21,3,120.53,361.59
4440,5,3,108.06,324.18
4441,27,4,231.99,927.96
4442,5,4,108.06,432.24
4442,19,2,277.49,554.98
4442,6,2,73.81,147.62
4442,20,3,380.42,1141.26
4443,23,4,374.81,1499.24
4444,16,4,198.73,794.92
4444,23,2,374.81,749.62
4445,22,2,248.4,496.8
4445,28,4,93.59,374.36
4446,2,3,215.84,647.52
4446,7,3,77.21,231.63
4446,20,2,380.42,760.84
4447,26,2,453.26,906.52
4447,4,4,64.14,256.56
4447,16,4,198.73,794.92
4448,3,1,192.07,192.07
4448,28,1,93.59,93.59
4449,12,1,211.85,211.85
4450,23,1,374.81,374.81
4450,21,2,120.53,241.06
4450,16,3,198.73,596.19
4451,2,4,215.84,863.36
4451,25,4,361.41,1445.64
4452,26,3,453.26,1359.78
4452,27,1,231.99,231.99
4453,6,2,73.81,147.62
4453,8,1,468.14,468.14
4453,2,2,215.84,431.68
4454,24,1,471.33,471.33
4455,28,3,93.59,280.77
4455,10,3,457.75,1373.25
4456,5,1,108.06,108.06
4457,1,4,199.87,799.48
4458,14,3,68.47,205.41
4459,20,1,380.42,380.42
4459,16,4,198.73,794.92
4459,3,1,192.07,192.07
4459,8,2,468.14,936.28
4459,6,4,73.81,295.24
4459,12,1,211.85,211.85
4460,7,4,77.21,308.84
4460,28,3,93.59,280.77
4460,22,4,248.4,993.6
4461,25,4,361.41,1445.64
4461,6,2,73.81,147.62
4461,27,1,231.99,231.99
4461,16,1,198.73,198.73
4462,25,4,361.41,1445.64
4462,12,1,211.85,211.85
4463,22,3,248.4,745.2
4463,13,3,73.17,219.51
4464,3,4,192.07,768.28
4465,26,1,453.26,453.26
4465,27,1,231.99,231.99
4466,22,3,248.4,745.2
4467,24,3,471.33,1413.99
4468,9,2,494.58,989.16
4469,3,3,192.07,576.21
4470,11,2,471.73,943.46
4470,21,1,120.53,120.53
4471,20,4,380.42,1521.68
4471,9,3,494.58,1483.74
4472,16,4,198.73,794.92
4472,2,2,215.84,431.68
4472,4,3,64.14,192.42
4473,12,4,211.85,847.4
4474,6,2,73.81,147.62
4475,2,1,215.84,215.84
4476,8,3,468.14,1404.42
4476,11,4,471.73,1886.92
4477,18,2,299.91,599.82
4478,23,3,374.81,1124.43
4479,28,1,93.59,93.59
4479,14,4,68.47,273.88
4479,17,3,415.55,1246.65
4480,28,4,93.59,374.36
4480,3,2,192.07,384.14
4480,27,4,231.99,927.96
4480,14,3,68.47,205.41
4481,9,1,494.58,494.58
4481,2,4,215.84,863.36
4481,21,4,120.53,482.12
4482,1,2,199.87,399.74
4482,18,4,299.91,1199.64
4483,27,2,231.99,463.98
4483,11,4,471.73,1886.92
4484,21,2,120.53,241.06
4484,4,3,64.14,192.42
4484,24,1,471.33,471.33
4484,22,1,248.4,248.4
4485,26,1,453.26,453.26
4485,15,3,234.0,702.0
4485,5,4,108.06,432.24
4486,7,4,77.21,308.84
4486,24,4,471.33,1885.32
4487,15,1,234.0,234.0
4487,26,1,453.26,453.26
4488,1,4,199.87,799.48
4489,5,3,108.06,324.18
4490,5,2,108.06,216.12
4490,1,4,199.87,799.48
4491,28,4,93.59,374.36
4491,19,3,277.49,832.47
4491,20,1,380.42,380.42
4491,25,3,361.41,1084.23
4492,3,2,192.07,384.14
4492,28,1,93.59,93.59
4493,6,3,73.81,221.43
4494,15,2,234.0,468.0
4494,16,1,198.73,198.73
4494,19,4,277.49,1109.96
4494,24,4,471.33,1885.32
4494,28,3,93.59,280.77
4495,26,1,453.26,453.26
4496,1,3,199.87,599.61
4496,24,2,471.33,942.66
4497,8,3,468.14,1404.42
4498,22,3,248.4,745.2
4499,1,1,199.87,199.87
4499,6,1,73.81,73.81
4499,21,4,120.53,482.12
4499,3,2,192.07,384.14
4499,25,4,361.41,1445.64
4499,8,1,468.14,468.14
4500,28,3,93.59,280.77
4501,28,1,93.59,93.59
4502,17,4,415.55,1662.2
4502,26,3,453.26,1359.78
4503,25,3,361.41,1084.23
4504,19,1,277.49,277.49
4505,11,1,471.73,471.73
4505,19,1,277.49,277.49
4505,23,1,374.81,374.81
4505,15,2,234.0,468.0
4506,25,3,361.41,1084.23
4506,27,1,231.99,231.99
4506,21,3,120.53,361.59
4506,4,1,64.14,64.14
4506,12,3,211.85,635.55
4507,18,2,299.91,599.82
4507,25,2,361.41,722.82
4508,21,1,120.53,120.53
4508,9,3,494.58,1483.74
4508,13,4,73.17,292.68
4509,27,2,231.99,463.98
4510,22,1,248.4,248.4
4510,23,3,374.81,1124.43
4510,1,3,199.87,599.61
4511,24,2,471.33,942.66
4512,18,3,299.91,899.73
4513,28,4,93.59,374.36
4513,14,1,68.47,68.47
4513,18,1,299.91,299.91
4513,3,1,192.07,192.07
4513,4,3,64.14,192.42
4513,8,1,468.14,468.14
4513,22,2,248.4,496.8
4514,1,4,199.87,799.48
4514,18,2,299.91,599.82
4515,11,2,471.73,943.46
4515,21,1,120.53,120.53
4515,25,2,361.41,722.82
4515,28,3,93.59,280.77
4516,7,3,77.21,231.63
4516,8,1,468.14,468.14
4516,26,1,453.26,453.26
4516,3,3,192.07,576.21
4517,20,2,380.42,760.84
4517,11,2,471.73,943.46
4517,17,1,415.55,415.55
4518,1,2,199.87,399.74
4519,21,3,120.53,361.59
4519,5,3,108.06,324.18
4519,22,2,248.4,496.8
4520,6,4,73.81,295.24
4520,16,2,198.73,397.46
4521,8,2,468.14,936.28
4522,10,2,457.75,915.5
4522,16,2,198.73,397.46
4523,10,3,457.75,1373.25
4524,17,3,415.55,1246.65
4525,19,3,277.49,832.47
4525,6,1,73.81,73.81
4526,18,3,299.91,899.73
4526,13,1,73.17,73.17
4526,27,1,231.99,231.99
4526,20,2,380.42,760.84
4526,5,1,108.06,108.06
4527,14,4,68.47,273.88
4528,10,2,457.75,915.5
4528,2,2,215.84,431.68
4529,19,2,277.49,554.98
